"X1","Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","Attr65","Attr66","Attr67","Attr68","Attr69","class","Attr70"
6061,0.069745,0.78136,0.16782,1.2194,1.1153,0.31361,0.086919,0.27982,1.067,0.21864,0.113638919,0.072974,2967,1.2798,0.086919,9346.58912727662,41.917,1.4116,0.085773,0.065365511,0.36159,0.21864,0.10104,0.69475,2.4931,4.4667,0.50087,0.065986,226.13,1.6141,0.10977,0.085773,1.3342,0.23513,0.080387067,0.17563,0.27047,0.065116,221.22,179.3,0.46105,1.0216,44.724,0.076568,0.071760075,1.1937,0.76487,0.61954,3.2481,3.4931,4914.9,0.062749,0.31899,0.93725,0.075420783,8.7076,2.0357,211.94,1.395008302,19.569,0.089259651,-9972.73273554615,0.318994694474936,6.35800262185675,0.000232099995186528,0,0
6062,0.11,0.40692,-0.042974,0.82954,-19.088,0,0.11,1.4575,1.1891,0.59308,0.43631748,0.12458,1002.6,2.4575,0.11,5114.17038064138,3.4025,0.86553,0.12303,0.092506938,0.3622,0.3134,0.36407,6.0597,-0.054338,3.6282,0.3422,0.10872,86.845,4.2029,2.6039,0.12955,1.1891,0.74789,0.108947944,0.0003922,0.084157,0.10346,64.163,60.76,9.9237,0.78557,3.8185,0.08489,0.071390127,0.51394,0.25211,0.23793,0.74992,0.94566,-182.54,0.10894,0.18548,0.91383,0.26102718,107.27,6.0072,77.384,4.716591964,1.5036,0.270325,-6081.11186154266,0.185472448910771,-27.6702192023084,0.00227278139422693,0,0
6063,0.26594,0.48518,0.61161,2.6536,49.72,0,0.26594,1.0611,1.982,0.51482,0.719028822,0.14008,637.86,2.0611,0.26594,11959.2560864928,86.731,1.3974,0,0.134177598,0.26289,0.50212,0.57223,0,33.009,3.5949,0.24218,0.30348,156.26,2.3359,1.7807,0.046906,1.982,0.57837,0.023665994,0.07607,1.3833,0,175.57,88.836,0.56469,1.3803,198.97,-0.011691,-0.005898587,2.0229,0.36986,0.4281,27.785,31.214,2406.3,0.56409,0.51656,0.44022,0.224000622,4.2084,4.1087,68.114,5.358784405,106.97,0.548128934,-23702.9679248688,0.516568897867216,3.24062719707003,0.00727023097753429,0,0
6064,0.11721,0.28096,0.42107,2.6553,68.399,0,0.15021,2.5592,1.2625,0.71904,0.59051775,0.15729,516.42,3.5592,0.15021,12807.9893226018,61.471,1.4931,0.15184,0.092839604,0.39982,0.36945,0.58934,69.998,1.2974,4.2347,0.17101,0.11991,81.747,4.465,4.0424,0.12673,1.2625,0.71904,0.100380198,0.26302,0.046777,0.12027,175.93,114.46,0.55125,1.8195,68.33,0.10346,0.081948515,2.404,0.25437,0.22397,2.2154,2.2154,7228,0.10038,0.16301,0.88404,0.036979862,5.9378,3.1888,73.541,4.963242521,3.8899,0.417173832,-16169.8879411598,0.163009012016021,2.99831381955494,0.00727455749773858,0,0
6065,0.055717,0.26391,0.39352,2.4911,40.721,0.41948,0.06613,2.7065,1.0309,0.71428,0.250577849,0.072691,819.91,3.7891,0.06613,7729.60165337682,32.767,0.63985,0.04572,0.054046949,0.52275,0.71428,0.40571,0.29162,1.1487,4.5501,0.14322,0.040916,61.442,5.9405,0.17324,0.04572,1.6569,0.71428,0.044349597,0.41428,0.08938,0.028288,123.78,91.012,0.38401,1.9413,33.779,-0.0056356,-0.00546668,2.4911,0.26391,0.16833,2.0851,2.0851,13966,0.029974,0.078005,0.97003,0.030534244,11.139,4.0105,59.6,3.906255921,4.718,0.2111172847,-7968.37140731427,0.0780044240353923,2.61968896117097,0.00019902863883086,0,0
6066,-0.02813,2.2204,-0.65954,0.60127,-275.81,-1.9715,-0.01186,-0.54963,0.86203,-1.2204,-0.007170062,-0.013758,-68336,0.45037,-0.01186,-183.21521490539,0,2.0914,0.0011428,-0.032632275,0.0017351,-1.9942,-0.012669,0.087892,-121.77,2.5264,2.5674,0.0013257,701.32,0.52045,0.38771,0.0011458,0.86203,-0.65412,0.001329188,0.0043486,64.764,0.0013257,418.08,418.08,NA,0.60127,0,0.0011428,0.001325708,0.44793,1.6541,1.9214,-225.31,-120.77,-221.61,0.0013326,0.02305,1.0138,-0.464028187,NA,0.87304,700.39,0.521147452,159.15,-0.0126689081,157.925151896154,0.0230498197312357,-1.30701701185675,NA,0,0
6067,0.039982,0.40614,0.24623,1.811,-8.5274,-0.17151,0.046773,1.4592,1.4583,0.59266,0.154056191,0.053165,1912,2.4622,0.046773,18702.1958181219,48.553,1.3716,0.052811,0.027416855,0.10814,0.59077,0.17418,2.7139,0.547,5.78,0.2785,0.032073,109.16,3.4231,2.5589,0.44313,1.4583,0.69519,0.303867517,0.24889,0.162,0.036214,118.71,70.154,0.2061,1.1721,68.128,0.022052,0.015121717,1.3538,0.30361,0.29213,1.3166,1.5443,1.811,0.30386,0.067462,0.71145,0.175024466,7.5176,5.2028,75.99,4.803201476,3.2396,0.0984436804,-27273.3346310476,0.0674619512030506,5.92251147301304,0.00484630416386587,0,0
6068,0.025974,0.66063,-0.040525,0.83698,-116.34,0,0.032219,0.51372,0.6361,0.33937,0.129606983,0.090442,4191.3,1.5137,0.032219,1523.77554719947,79.843,1.1228,0.05136,0.040833202,0.075085,0.18457,0.077631,1.2937,-0.051172,3.6453,1.034,0.10659,155.03,2.3543,0.88591,0.050845,0.6361,0.75141,0.079932401,0.016887,0.28721,0.080741,116.98,37.137,0.18667,0.27724,86.779,0.026049,0.040951108,0.31495,0.24859,0.42475,0.42854,0.94883,-179.05,0.079933,0.076535,0.95097,1.214132068,4.5715,9.8285,142.64,2.558831811,0.80322,0.0393168438,-969.216095417381,0.0765359342310752,-15.6964836520666,0.00229320507614063,0,0
6069,0.011184,0.51675,0.24282,1.496,-33.064,0,0.015922,0.93516,1.6887,0.48325,0.032525075,0.027438,4070.6,1.9352,0.015922,521.334518974293,84.401,0.93882,0.050371,0.006622846,0.085022,0.45686,0.0805,0.89194,0.90719,3.2776,0.29166,0.022197,109.06,3.3468,3.1705,0.050371,1.6887,0.51047,0.02982827,0.049487,0.21322,0.029827,153.05,68.65,0.028641,0.69832,86.996,0.019956,0.011817374,1.4172,0.48953,0.29879,1.8055,1.9072,460.13,0.029827,0.023144,0.99069,0.056326953,4.3246,5.3168,105.81,3.449635365,6.3093,0.0216432768,-880.331267641288,0.0231433005690636,6.95453422288115,0.00409866121119282,0,0
6070,0.039432,0.43426,0.28265,1.6509,8.9031,0.087312,0.048859,1.3028,2.3275,0.56574,0.112510938,0.021734,3133.5,2.3028,0.048859,1146.22441761962,35.481,0.92384,0.044319,0.016941783,0.27126,0.50888,0.094776,58.608,0.99845,2.9442,0.10877,0.020992,69.447,5.2558,5.2558,0.045076,2.3275,0.56574,0.019366702,0.41702,0.31438,0.019042,84.028,48.547,0.17429,1.1299,36.181,0.042594,0.018300322,1.6509,0.43426,0.19027,1.9984,1.9984,248.56,0.019367,0.069701,0.97906,0,10.287,7.5185,68.102,5.35969235,8.2217,0.0908040096,-2667.78674612466,0.0696998621274791,8.23456571731824,0.004523019626749,0,0
6071,0.10514,1.1716,-0.39967,0.53782,-97.037,-0.32148,0.12707,-0.14644,2.3233,-0.17156,0.146945903,0.095896,1919.3,0.85356,0.12707,3306.77350719335,21.866,1.4021,0.17586,0.045254595,-0.057178,-0.21634,0.17145,3.6045,-0.74715,3.0479,0.47251,0.061979,146.31,2.4948,1.8414,0.16603,2.3233,0.11466,0.071463005,0.10478,0.14379,0.075694,58.828,36.962,0.75537,0.37686,23.549,0.080135,0.034491887,0.39697,0.86474,0.40084,-0.32072,0.21434,-446.25,0.071461,-0.61282,0.94555,-1.788412217,16.692,9.8749,135.85,2.686703518,4.3433,0.0897432984,-7682.40409408552,-0.612846817439963,-5.81304576275427,0.00147341833418838,0,0
6072,0.013604,0.24984,0.48536,2.9427,62.101,0.031083,0.018627,2.7445,1.0198,0.68568,0.074555716,0.032605,1761.6,4.0026,0.018627,1453.31472990129,50.326,1.0271,0.01966,0.013339871,0.046047,0.68568,0.18709,0.12628,1.833,4.1459,0.078693,0.011732,58.573,6.2315,0.07869,0.01966,1.5984,0.68568,0.01927829,0.51433,0.15557,0.012383,139.48,89.151,0.062146,2.0665,51.322,-0.013479,-0.013217298,2.9427,0.24984,0.16047,2.5895,2.5895,6792.2,0.019401,0.019841,0.9806,0.094038035,7.2527,4.0942,57.437,4.08181236,5.9959,0.0544513704,-1482.05711097433,0.0198401586746004,2.1011208175375,0.000101811000055247,0,0
6073,0.059113,0.80432,-0.21235,0.4865,-45.257,-0.19325,0.059113,0.24329,2.8283,0.19568,0.142943851,0.078936,1315,1.2433,0.059113,2630.00485820841,14.401,0.94257,0.067054,0.020900541,0.35777,-0.13414,0.27757,6.5452,-0.26583,3.5842,0.28302,0.020901,49.173,7.4228,3.8164,-0.24136,2.8283,0.58646,-0.085337482,0.10926,0.11597,0.023708,20.133,5.7323,0.52974,0.21667,13.269,-0.097085,-0.034326274,0.25013,0.41354,0.13472,0.24497,0.73417,-815.11,-0.085337,0.30209,0.98117,1.997035977,25.346,63.674,53.369,6.839241669,3.5406,0.0734951929,-7438.21948578204,0.302090147179068,-13.3190487402873,0.00133289589963774,0,0
6074,0.051849,0.52463,0.61052,4.9251,85.657,0,0.062505,0.90611,1.1782,0.47537,0.401858043,0.073809,2202,1.9061,0.062505,3402.06085076509,110.37,0.9988,0.058719,0.04400696,0.096019,0.26247,0.14545,2.2483,2.6098,3.7858,0.24941,0.075208,52.559,6.9446,2.0589,0.098039,1.1782,0.84446,0.08321083,1.5033,0.21025,0.049837,164.88,54.513,0.14553,2.6346,120.39,0.034261,0.029079104,1.4602,0.15554,0.144,2.032,3.6098,3727.9,0.08321,0.10907,0.94892,0.776426783,3.3071,6.6957,48.185,7.574900347,5.0365,0.0988293789,-4008.22113260763,0.109070829038433,1.9298303085894,0.0134933191576379,0,0
6075,0.0073967,0.53206,0.18245,1.5454,-11.488,-0.037439,0.0074355,0.83429,1.0086,0.4439,0.022226042,0.0030136,26118,1.8795,0.0074355,819.22267484976,27.485,1.0443,0.024764,0.007333631,-0.0374,0.4439,0.013902,0.10123,0.37773,4.491,0.21351,0.0030136,49.916,7.3123,0.046544,0.024764,2.4794,0.64142,0.024552846,0.23909,0.70636,0.010037,64.648,37.163,0.039812,0.99002,27.722,0.024764,0.024552846,0.97167,0.33454,0.13676,0.91902,1.328,5650.8,0.0085334,0.016663,0.99147,0.499121424,13.28,9.8215,49.49,3.014886112,5.1081,0.01390209765,-826.264950336508,0.0166629871592701,5.52808988764045,4.28626611122043e-05,0,0
6076,-0.15435,0.46191,-0.11823,0.7288,NA,0,-0.090576,1.1649,2.0305,0.53809,-0.207766946,-0.044608,-1861.4,2.1649,-0.090576,-3892.3928783236,10.449,1.0678,0,-0.07601576,-0.23617,0.12472,-0.33415,NA,-0.17328,3.5495,0.22749,-0.06726,NA,0,0,0.00028217,2.0305,0.53809,0.000138966,0.0058252,NA,0,56.657,46.208,-2.6553,0.59547,NA,0,0,0.68784,0.43595,NA,0.78867,0.78867,-419,1,-0.28684,0.0004169,0.048244717,34.932,7.899,78.366,4.657644225,2.976,-0.334152315,7903.41316289207,-0.286847925068297,-17.1741520764611,NA,0,0
6077,-0.33609,0.95974,-0.42291,0.45318,-63.434,0.0027341,-0.37163,0.041707,3.4785,0.040028,-0.480514611,-0.09646,-1044,1.042,-0.37163,-9486.15685447821,30.507,NA,-0.35946,-0.096619232,-0.49051,0.0013483,-0.31258,-28.8,-0.65063,3.0286,0.26865,-0.10325,72.858,5.2834,4.2576,-0.39583,3.7268,0.040028,-0.113793302,0.032628,-0.098933,-0.10334,34.129,3.6225,-1.156,0.40854,25.97,-0.39555,-0.113712807,0.36519,0.7734,0.18927,0.061582,0.061582,-451.67,-0.11386,-8.3963,1.0964,4.661037274,11.965,100.76,81.154,4.497672614,5.3515,-0.35020578,32997.2610821924,-8.39637253922255,-8.22515428814641,0.00117728003559951,1,1
6078,0.0019353,0.084044,0.31665,6.5016,201.84,-0.0074075,0.0028175,10.899,0.4574,0.91596,0.048951474,0.10771,622.64,11.899,0.0028175,166.757401888556,62.087,1.0483,-0.0008438,0.004231089,0.042806,-0.0054721,0.57572,-0.31742,0.50601,3.8696,-0.17761,0.0090638,45.67,7.9922,5.4735,-0.0026054,0.4574,0.91967,-0.005696108,2.9929,0.061427,-0.0018448,161.15,99.062,0.024874,5.1498,61.736,-0.047294,-0.103397464,4.4526,0.057557,0.12512,1.4637,1.4696,2345.5,-0.0056957,0.0021129,0.99406,0.028912835,5.8788,3.6846,45.93,7.946904807,0.73092,0.0230281347,-76.2255690698256,0.00211286519061968,1.44449707879362,0.0178130252902191,0,0
6079,0.038211,0.52042,0.12214,1.6033,21.732,0.072085,0.038211,0.92153,1.52,0.47958,0.188742899,0.14787,845.13,1.9215,0.038211,1615.68377846714,9.2132,1.2861,0.044014,0.025138816,-0.11465,0.24527,0.43189,5.4792,0.18083,3.5333,0.30256,0.030423,48.375,7.5452,2.9352,-0.0075046,1.52,0.5993,-0.004937237,0.3128,0.075238,0.028956,62.736,53.522,0.99591,1.4138,9.1679,-0.14254,-0.093776316,0.62371,0.20245,0.13253,0.71006,0.88731,417.01,-0.0049372,0.079676,0.97588,0.66301764,39.617,6.8196,48.614,7.508026673,2.2505,0.0734224365,-2455.61458087006,0.0796759664706618,12.4447355493696,0.00439261791312629,0,0
6080,0.033896,0.34928,-0.053833,0.82839,2480.4,0.030409,0.04406,1.863,1.1716,0.65072,0.140452662,0.094227,1154.8,2.863,0.04406,3305.82865118361,13.215,1.005,0.047349,0.028931376,0.062091,0.025135,0.28696,3.0267,-0.072735,4.1068,0.29153,0.046142,101.31,3.6049,3.2377,0.041407,1.1716,0.6863,0.035342267,0.19207,0.10241,0.040414,62.19,48.975,0.79912,0.69318,13.691,-0.018987,-0.016206043,0.74401,0.3137,0.2774,0.87919,0.92727,-688.42,0.035343,0.052091,0.97859,0.054677895,27.621,7.4528,97.733,3.734778451,1.5829,0.097044248,-3872.99845137352,0.0520899926235554,-21.7636022514071,0.00226832609588962,0,0
6081,-0.21892,0.95496,0.027408,1.0287,-2.8578,-0.025095,-0.21892,0.04723,2.3593,0.045102,-0.229245204,-0.087349,-1691.4,1.0472,-0.21892,-2534.36013590248,7.0581,NA,-0.21747,-0.092790234,-0.21892,-0.24402,-0.2158,-150.44,1.5541,2.2379,0.33709,-0.092177,135.27,2.6984,2.6984,-0.21753,2.3593,0.045102,-0.092201077,0.16942,-0.15555,-0.092177,126.95,119.89,-4.7985,0.2172,6.4623,-0.23031,-0.097617938,1.0287,0.95496,0.37059,2.5574,2.5574,4.74,-0.092201,-4.8538,1.0922,-0.001374662,51.714,3.0445,147.74,2.470574684,133.78,-0.229253024,5979.10978613902,-4.85388674559886,86.0807063631057,0.00281829688952475,1,1
6082,0.25307,0.52306,0.45998,1.9134,64.611,0,0.3145,0.91184,1.8819,0.47694,0.624515975,0.17347,584.82,1.9118,0.3145,24194.3443952404,34.293,1.0223,0.29879,0.134475796,0.83271,0.44742,0.50668,542.78,12.627,4.1318,0.15092,0.16741,116.07,3.1448,3.0277,0.29821,1.8819,0.48725,0.158462192,0.47686,0.056109,0.15877,140.31,106.02,1.4313,1.5623,40.75,0.28684,0.152420426,1.8422,0.50359,0.31799,13.093,13.376,6231.2,0.15846,0.53061,0.83523,0.040822745,10.644,3.4427,97.674,3.736968566,51.66,0.483819226,-45531.0102642099,0.530611817000042,4.09126483760163,0.00524181705454305,0,0
6083,0.16976,0.55691,-0.076958,0.82981,-44.933,0,0.16976,0.79563,1.9905,0.44309,0.375425715,0.10486,973.89,1.7956,0.16976,4995.4150507868,22.398,0.92846,0.1922,0.085285104,0.59975,0.10654,0.37479,8.5641,-0.12318,3.1708,0.24626,0.096006,90.601,4.0287,3.2711,0.16886,1.9905,0.54782,0.084832957,0.19928,0.080305,0.096555,52.28,29.882,1.3898,0.55968,24.474,0.15323,0.076980658,0.67376,0.45218,0.24822,0.7092,0.87682,-114.04,0.08483,0.38311,0.91571,0.236362816,16.296,12.215,82.915,4.40200805,3.186,0.304821056,-9943.16493476113,0.383127581304024,-25.8647574001403,0.00227346678582557,0,0
6084,0.37767,0.077021,0.67553,17.701,139.95,0.14427,0.37767,11.983,1.6366,0.92298,9.336942817,0.25255,68.017,12.983,0.37767,27359.275864948,43.302,1.1606,0.37869,0.230765001,0.93454,0.52194,5.3663,129.01,2.3784,4.0717,-0.17654,0.23082,11.689,31.227,16.399,0.37349,1.6366,0.92298,0.228210925,9.1508,0.0061963,0.23139,77.131,33.829,1.9452,12.901,56.106,0.34305,0.209611389,9.2959,0.040449,0.032024,3.2497,3.2497,7967.3,0.22821,0.40919,0.77042,0.039622744,8.4291,10.79,9.0212,40.46082721,5.7621,4.90328961,-44775.7775572439,0.40918546447377,2.42269033203559,0.0484936545720776,0,0
6085,0.0054856,0.63253,0.092031,1.2209,-43.487,0,0.0054856,0.58095,1.7629,0.36747,0.013168495,0.038498,3401.7,1.581,0.0054856,755.830075458616,47.326,1.2594,0,0.003111691,0.01893,0.31444,0.1073,0,0.18728,4.7146,0.35166,0.0067715,125.2,2.9154,1.92,0.020391,1.7629,0.55633,0.011566737,0.036496,0.33798,0,102.15,54.829,0.023999,0.67221,68.697,-0.062384,-0.035387146,0.80407,0.41657,0.343,0.7478,1.1321,4770.5,0.3111,0.014928,0.69133,0.587694234,7.7125,6.6571,86.248,4.231941811,3.5876,0.0086727336,-1332.38497190179,0.014928021335075,19.1555019504297,0.00334482876222785,0,0
6086,0.04218,0.84074,0.26225,1.7262,0.40786,0,0.04218,0.18943,1.2302,0.15926,0.116793576,0.06848,3642.7,1.1894,0.04218,6846.79734511724,71.718,1.0223,0,0.034287108,0.16355,0.13281,0.1002,0,0.69638,4.8785,0.67576,0.077446,143.33,2.5466,1.0939,0.0075735,1.2302,0.63855,0.006156316,0.080253,0.66628,0,176.37,104.65,0.17451,1.0569,95.926,-0.042061,-0.034190376,0.7415,0.36115,0.39268,0.42291,1.6956,19827,0.25236,0.26485,0.75461,3.011365063,5.0894,3.4877,107.16,3.406340856,3.2666,0.050168892,-8422.84584986723,0.264849930930554,4.69094375595806,0.00472922332968721,0,0
6087,0.023591,0.9205,-0.27497,0.42935,-143.89,-0.20963,-0.008098,0.086364,1.1574,0.079498,-0.01680606,-0.0069968,-41490,1.0864,-0.008098,-589.519161211948,43.012,2.2448,0.041895,0.020382754,0.0020144,0.0020354,0.025629,0.82275,-0.3467,4.0766,0.79458,0.031774,165.93,2.2193,1.1617,-0.049023,1.1574,0.33366,-0.042356143,0.035144,0.73239,0.036198,59.904,16.892,0.17298,0.1463,46.552,0.041895,0.036197512,0.22475,0.48185,0.4506,0.10024,0.42069,-3280.1,0.084179,0.29675,0.96795,5.517774032,8.486,21.608,151.96,2.401992321,1.4593,0.0256292624,682.301379090388,0.296749603763617,-4.20918645670437,0.00116595917693578,1,0
6088,-0.086134,0.13706,0.54042,5.5297,27.878,0,-0.086134,6.2959,0.68668,0.86294,-0.721994971,-0.0725,-1004.9,7.2959,-0.086134,-5889.90018017905,255.39,1.0612,-0.086186,-0.125435428,-0.19766,0.77835,-0.36322,-390.73,1.5882,4.014,0.17083,-0.12543,56.17,6.4982,5.6562,-0.088581,0.68668,0.86294,-0.128998951,0.18849,-0.091675,-0.12551,338.72,83.33,-0.17927,1.5025,226.21,-0.12254,-0.178452846,4.8133,0.1193,0.15389,2.536,2.536,5581.1,-0.129,-0.099815,1.1232,0.020580805,1.4292,4.3802,63.416,5.755909472,2.018,-0.6284250506,4044.42687142535,-0.0998145873409507,1.27064135302172,0.0151492626561098,0,0
6089,0.12696,0.39935,0.48913,2.226,-51.501,0,0.12696,1.5041,2.19,0.60065,0.318227391,0.05797,1148.1,2.5041,0.12696,9205.55313187305,113.12,0.97881,0,0.057972603,0.42033,0.5795,0.31791,NA,4.371,4.0726,0.18007,0.13354,78.962,4.6225,4.618,0.029088,2.19,0.60065,0.013282192,0.1986,NA,0,134.81,21.689,0.18705,0.52479,134.33,0,0,2.2238,0.39896,0.21633,5.3675,5.3675,5780.9,0.15791,0.21137,0.8436,0.000649297,3.2267,16.829,66.493,5.489272107,19.571,0.317920536,-20160.034404502,0.211371014734038,4.47733731318872,0.00609829833540483,0,0
6090,0.010602,0.33258,0.4979,2.4971,79.675,0,0.014869,2.0068,1.9931,0.66742,0.04470804,0.020778,2931.2,3.0068,0.014869,718.933320881945,11.761,1.3415,0.021008,0.005319352,0.41057,0.65258,0.11169,3.4182,2.9371,3.6674,0.165,0.0091598,61.415,5.9432,5.9432,0.016546,1.9931,0.66742,0.008301641,0.01748,0.23313,0.01054,151.02,139.26,0.16509,2.304,11.859,-0.0055359,-0.002777532,2.4971,0.33258,0.16826,3.9371,3.9371,2315,0.0083018,0.015885,0.99256,-1.36e-16,31.036,2.621,60.905,5.992843827,11.757,0.0318780936,-1432.86458921801,0.0158850498936202,4.0030126531432,0.00684141254538202,0,0
6091,0.026624,0.6089,0.27752,1.4558,-36.597,0,0.040662,0.64231,2.2371,0.3911,0.066779438,0.023355,4253.7,1.6423,0.040662,1322.638787344,68.937,1.0768,0.073961,0.011901122,0.10335,0.36431,0.062752,2.2201,2.4434,3.271,0.25917,0.033068,102.36,3.566,3.566,0.065767,2.2371,0.3911,0.029398328,0.17028,0.23726,0.033061,127.71,58.774,0.063012,0.76188,71.025,0.062375,0.027882079,1.4558,0.6089,0.28043,3.4434,3.4434,517.92,0.029398,0.068073,0.9819,0,5.2947,6.2103,99.347,3.674002299,19.696,0.0437245952,-2958.82298369676,0.0680746612119663,8.06104064571923,0.00398828099994491,0,0
6092,0.30294,0.42939,0.31526,2.195,368.14,0,0.30294,1.3289,5.2628,0.57061,1.148326447,0.068212,436.59,2.3289,0.30294,16744.4957635001,3.4808,0.94662,0.30708,0.057562514,0.5927,0.46941,0.83603,50.012,0.74894,3.8012,0.058002,0.058729,19.331,18.915,11.621,0.28161,5.2628,0.6641,0.053509539,0.48486,0.039416,0.05835,31.29,27.809,6.036,2.0048,3.6712,0.25104,0.047700844,1.3486,0.26381,0.052869,1.3556,1.5777,1994.7,0.05351,0.5309,0.9493,0.290180684,104.86,13.125,18.296,19.94920587,12.503,0.705516966,-88122.5733180346,0.530905522160495,16.6935228065724,0.00600312070138962,0,0
6093,-0.0072742,0.71007,0.0047735,1.0073,-142.02,-0.10635,-0.0041275,0.29852,1.0072,0.21197,-0.006279572,0.018049,15134,1.4083,-0.0041275,-894.229096872053,139.69,1.1184,0.012212,-0.0072222,-0.12108,0.21197,0.019686,0.12963,0.014126,5.1672,0.74662,-0.0043502,254.67,1.4332,0.017198,0.012212,0.9814,0.26475,0.012124702,0.010019,0.6976,0.01287,252.16,112.47,-0.020033,0.45482,140.69,-0.0090406,-0.008975973,0.9324,0.65729,0.69772,0.62726,0.78344,701.44,0.0071302,-0.034317,0.99287,0.616785394,2.613,3.2454,252.85,1.532352538,2.8077,-0.01024425586,900.685725322331,-0.0343171203472189,210.998219335917,3.57753979848453e-05,0,0
6094,0.061596,0.34607,0.45501,2.4136,-8.1911,0,0.082444,1.8896,2.5197,0.65393,0.25613272,0.06756,742.02,2.8896,0.082444,2941.30718126477,73.219,0.86607,0.096907,0.024445767,0.38217,0.32475,0.43165,6.1871,2.0394,3.3634,0.13706,0.037315,48.462,7.5317,7.0054,0.095339,2.5197,0.67812,0.037837441,0.010737,0.062458,0.03846,112.04,38.822,0.12186,0.84332,76.099,0.0091214,0.003620034,2.2449,0.32188,0.13277,2.9311,3.0394,1050.5,0.037838,0.094192,0.96735,0.036991727,4.985,9.402,46.628,7.828072574,11.294,0.1779878016,-7411.04147370085,0.0941935681189118,5.53768049053867,0.0066124528864897,0,0
6095,0.10377,0.60582,0.34627,1.5716,70.837,0,0.14132,0.65064,1.4109,0.39418,0.233270608,0.1963,798.4,1.6506,0.14132,2562.70066457221,0,0.36564,0.17251,0.073548799,0.688,0.29131,0.39519,5.4034,7.2282,2.6867,0.41053,0.10412,118.16,3.0889,3.0889,-0.46039,1.4109,0.39418,-0.326309448,0.051711,0.065532,0.12227,238.2,238.2,NA,1.5716,0,0.036868,0.026130838,1.5716,0.60582,0.32374,8.2282,8.2282,168.32,-0.3263,0.26326,0.93109,-3.07e-16,NA,1.5324,156.72,2.328909577,29.453,0.171282762,-3615.43740797493,0.263255365569029,4.07456609004534,NA,0,0
6096,0.16523,0.25182,0.032362,1.3487,67.619,0,0.16523,2.9711,0.3287,0.74818,1.78049569,0.5793,482.7,3.9711,0.16523,18148.2342539828,5.9167,0.98879,0.17185,0.502677213,0.2798,0.24718,0.75616,25.038,0.036992,4.4879,0.76079,0.50266,132.6,2.7557,1.0155,0.073252,0.3287,0.90536,0.222853666,0.02617,0.0426,0.52283,136.29,130.37,31.009,1.2913,7.6049,0.14666,0.446181929,0.49702,0.0928,0.36288,0.85522,1.0349,995.16,0.22285,0.22084,0.79889,0.212542436,61.69,2.7997,103.05,3.542025862,0.37573,0.656144853,-5965.13418337413,0.220842577989254,10.1569742290341,0.00369070680814724,0,0
6097,0.07741,0.21589,0.41284,3.8017,52.919,0,0.096983,3.6319,1.3166,0.78411,0.658181201,0.10203,586.6,4.6319,0.096983,7776.22134922408,67.401,1.034,0.096381,0.058795382,0.38803,0.717,0.53157,13.871,0.93868,4.1732,0.0077242,0.078195,45.82,7.966,5.4371,0.14278,1.3166,0.8467,0.108445997,1.4141,0.053812,0.073204,97.533,30.132,0.3184,2.1517,75.599,0.059029,0.044834422,2.5948,0.14735,0.12553,1.7828,1.9252,6151.9,0.10845,0.098724,0.92762,0.087411205,5.4153,12.113,40.851,8.935188327,2.9936,0.358555379,-10238.0386956904,0.098723393401436,3.18912896037206,0.0104155325593424,0,0
6098,0.14704,0.43724,0.28064,1.6433,-40.384,0,0.14704,1.2871,1.5139,0.56276,0.337046715,0.11395,925.12,2.2871,0.14704,10801.0082433743,103.76,0.98687,0.14858,0.097126627,0.42456,0.14704,0.39454,29.324,0.9913,4.0856,0.28846,0.097128,116.79,3.1252,3.1182,0.15048,1.5139,0.56276,0.099398903,0.0020702,0.083736,0.098148,172.63,68.866,0.34166,0.65678,115.22,0.12311,0.08131977,1.6396,0.43626,0.31998,1.9878,1.9878,3417.4,0.099401,0.26128,0.90313,0.001741417,3.5176,5.3001,105.18,3.470178334,5.3475,0.336295184,-16351.4738707394,0.26128367332433,5.39445553021665,0.0045024705718707,0,0
6099,0.012627,0.63096,0.11743,1.3182,-32.753,0.029381,0.014677,0.55264,1.0219,0.34869,0.039775068,0.031208,4650.5,1.5849,0.014677,3792.08678193567,58.495,1.145,0.035179,0.012356395,0.036656,0.34869,0.075237,0.22655,0.22866,5.3433,0.39384,0.0092489,86.734,4.2083,0.055755,0.035179,1.593,0.61066,0.034425091,0.019556,0.29624,0.022169,110.23,51.731,0.04965,0.62905,59.776,0.00033433,0.000327165,0.77094,0.369,0.23763,0.67896,1.189,25887,0.021424,0.036211,0.97858,0.809630331,6.2398,7.0557,84.875,2.769376694,3.0898,0.0200125323,-3875.10159100486,0.0362126817516992,8.70220556927531,8.18133066004699e-05,0,0
